                              yr,doy,gpp_d,NPP_d,Rh_d,NEE_d,Precp,Evap,Transp,Runoff,SoilW,N_up,N_fix_d,N_dep_d,N_leach_d,N_vol_d,N_def,Q_L,Q_W,Q_R,Q_fine,Q_coarse,Q_M,Q_S,Q_P,N_leaf,N_wood,N_root,N_fine,N_coarse,N_micr,N_slowC,N_pass,QNminer,NSC,NSN
  1998,     79.,      9.4246,      2.3519,      2.5095,      4.7655,     13.5560,      0.5860,      1.0732,     10.1727,      0.4010,      0.0278,      0.0000,      0.0064,      0.0016,      0.0002,      0.0000,    240.6353,  15795.5557,    343.1545,    284.4787,   1221.7356,    131.3616,   9904.9268,    900.8780,      4.8127,     45.0867,      5.7192,      7.1115,      4.0724,     12.0258,    572.6475,     75.0731,      0.0329,     32.9281,      6.1705,
  1998,     80.,      1.4870,      0.1011,      2.6218,     -2.2699,      3.2740,      0.2559,      0.2465,      2.8640,      0.4009,      0.0012,      0.0000,      0.0064,      0.0005,      0.0002,      0.0000,    240.3260,  15793.6973,    342.0215,    284.3919,   1222.4143,    131.4749,   9905.0039,    900.8792,      4.8065,     45.0814,      5.7004,      7.1093,      4.0747,     12.0353,    572.6599,     75.0732,      0.0471,     33.1790,      6.1705,
  1998,     81.,      2.7998,      0.8112,      2.4663,     -1.2219,      0.0520,      0.4062,      0.4677,      0.0000,      0.4004,      0.0096,      0.0000,      0.0064,      0.0000,      0.0002,      0.0000,    240.1587,  15792.1240,    341.1762,    284.3966,   1223.1654,    131.5803,   9905.0830,    900.8807,      4.8032,     45.0770,      5.6863,      7.1094,      4.0772,     12.0538,    572.6721,     75.0734,      0.0425,     33.6122,      6.1705,
  1998,     82.,      4.2448,      0.8809,      2.3634,      0.2579,      0.0000,      0.4786,      0.6970,      0.0000,      0.3996,      0.0104,      0.0000,      0.0064,      0.0000,      0.0002,      0.0000,    240.0047,  15790.5771,    340.3616,    284.4617,   1223.9646,    131.6805,   9905.1602,    900.8823,      4.8001,     45.0726,      5.6727,      7.1111,      4.0798,     12.0678,    572.6837,     75.0735,      0.0403,     35.3526,      6.1705,
  1998,     83.,      7.0113,      1.3392,      2.3982,      2.7254,      0.0000,      0.4926,      0.8674,      0.0000,      0.3987,      0.0158,      0.0000,      0.0064,      0.0000,      0.0002,      0.0000,    239.9415,  15789.2148,    339.7328,    284.5046,   1224.7468,    131.7814,   9905.2393,    900.8842,      4.7988,     45.0687,      5.6622,      7.1121,      4.0825,     12.0757,    572.6954,     75.0737,      0.0391,     39.1370,      6.1705,
  1998,     84.,      5.7673,      1.4619,      2.4089,      1.2866,      0.0000,      0.4839,      0.8014,      0.0000,      0.3978,      0.0173,      0.0000,      0.0064,      0.0000,      0.0002,      0.0000,    239.9018,  15787.9033,    339.1552,    284.5405,   1225.5239,    131.8820,   9905.3203,    900.8860,      4.7980,     45.0649,      5.6526,      7.1130,      4.0850,     12.0816,    572.7073,     75.0738,      0.0387,     41.3705,      6.1705,
  1998,     85.,      8.9573,      2.8312,      2.5119,      3.6494,      0.0000,      0.9615,      1.6672,      0.0000,      0.3961,      0.0334,      0.0000,      0.0064,      0.0000,      0.0002,      0.0000,    240.1345,  15787.1377,    339.1269,    284.5139,   1226.2523,    131.9859,   9905.4014,    900.8871,      4.8027,     45.0628,      5.6521,      7.1124,      4.0875,     12.0802,    572.7197,     75.0739,      0.0306,     44.7006,      6.1705,
  1998,     86.,      8.6797,      4.3169,      2.8310,      2.2981,      0.0000,      1.1099,      1.6182,      0.0000,      0.3943,      0.0510,      0.0000,      0.0064,      0.0000,      0.0002,      0.0000,    240.6612,  15786.9668,    339.6914,    284.2998,   1226.8313,    132.1013,   9905.4990,    900.8882,      4.8132,     45.0623,      5.6615,      7.1070,      4.0894,     12.0545,    572.7333,     75.0740,      0.0332,     45.5128,      6.1705,
  1998,     87.,      9.2913,      4.4161,      3.0468,      2.6177,      0.0000,      0.9567,      1.4835,      0.0000,      0.3926,      0.0522,      0.0000,      0.0064,      0.0000,      0.0002,      0.0000,    241.2049,  15786.8330,    340.2936,    283.9619,   1227.3093,    132.2231,   9905.5977,    900.8901,      4.8241,     45.0619,      5.6716,      7.0986,      4.0910,     12.0298,    572.7475,     75.0741,      0.0361,     46.7612,      6.1705,
  1998,     88.,      8.1461,      4.4916,      3.2259,      1.2568,      0.0000,      1.2499,      1.7183,      0.0000,      0.3907,      0.0530,      0.0000,      0.0064,      0.0000,      0.0003,      0.0000,    241.7605,  15786.7305,    340.9239,    283.5233,   1227.7025,    132.3491,   9905.7051,    900.8921,      4.8352,     45.0617,      5.6821,      7.0876,      4.0923,     12.0058,    572.7623,     75.0743,      0.0397,     46.7523,      6.1705,
  1998,     89.,      8.3636,      4.5033,      3.4146,      1.2870,      0.0000,      1.2969,      1.7872,      0.0000,      0.3886,      0.0532,      0.0000,      0.0064,      0.0000,      0.0003,      0.0000,    242.3149,  15786.6348,    341.5567,    282.9797,   1228.0066,    132.4787,   9905.8223,    900.8940,      4.8463,     45.0614,      5.6926,      7.0740,      4.0933,     11.9840,    572.7778,     75.0744,      0.0431,     46.9506,      6.1705,
  1998,     90.,      9.1405,      4.5523,      3.6104,      1.8374,      0.0000,      1.0280,      1.3842,      0.0000,      0.3870,      0.0538,      0.0000,      0.0064,      0.0000,      0.0003,      0.0000,    242.8759,  15786.5576,    342.2068,    282.3275,   1228.2181,    132.6111,   9905.9434,    900.8967,      4.8575,     45.0612,      5.7034,      7.0577,      4.0940,     11.9641,    572.7942,     75.0747,      0.0464,     47.8462,      6.1705,
  1998,     91.,     11.9264,      4.7206,      3.8277,      4.2677,      7.8250,      0.5545,      1.0845,      0.0000,      0.3911,      0.0557,      0.0000,      0.0064,      0.0000,      0.0004,      0.0000,    243.4723,  15786.5488,    342.9221,    281.5498,   1228.3270,    132.7461,   9906.0723,    900.8990,      4.8694,     45.0612,      5.7154,      7.0383,      4.0944,     11.9454,    572.8110,     75.0749,      0.0492,     51.2210,      6.1705,
  1998,     92.,      9.2403,      4.5604,      3.7568,      1.6376,      0.0000,      1.2416,      1.9028,      0.0000,      0.3890,      0.0539,      0.0000,      0.0064,      0.0000,      0.0004,      0.0000,    244.0363,  15786.4746,    343.5710,    280.8226,   1228.4681,    132.8733,   9906.2031,    900.9012,      4.8807,     45.0610,      5.7262,      7.0201,      4.0949,     11.9323,    572.8275,     75.0751,      0.0472,     52.0550,      6.1705,
  1998,     93.,     10.1114,      4.9342,      3.5427,      2.4545,      0.5000,      0.4278,      0.8163,      0.0000,      0.3885,      0.0583,      0.0000,      0.0064,      0.0000,      0.0003,      0.0000,    244.6721,  15786.5498,    344.3668,    280.2336,   1228.7091,    132.9886,   9906.3271,    900.9036,      4.8934,     45.0612,      5.7394,      7.0054,      4.0957,     11.9160,    572.8429,     75.0753,      0.0416,     53.1179,      6.1705,
  1998,     94.,      0.7585,      2.2550,      3.3990,     -5.3728,      3.5000,      0.2281,      0.1526,      0.0000,      0.3906,      0.0266,      0.0000,      0.0064,      0.0000,      0.0003,      0.0000,    244.7739,  15785.5527,    344.0892,    279.7340,   1229.0168,    133.0955,   9906.4463,    900.9059,      4.8955,     45.0584,      5.7348,      6.9929,      4.0967,     11.9090,    572.8577,     75.0755,      0.0565,     48.8892,      6.1705,
  1998,     95.,      6.7136,      1.6045,      3.1756,      1.1163,      0.0000,      0.6708,      1.0583,      0.0000,      0.3895,      0.0189,      0.0000,      0.0064,      0.0000,      0.0004,      0.0000,    244.7451,  15784.2959,    343.5536,    279.3688,   1229.4286,    133.1924,   9906.5586,    900.9077,      4.8949,     45.0548,      5.7259,      6.9837,      4.0981,     11.9266,    572.8716,     75.0756,      0.0519,     51.5766,      6.1705,
  1998,     96.,      9.1582,      2.3580,      3.0343,      3.2170,      0.0000,      0.9189,      1.5623,      0.0000,      0.3878,      0.0278,      0.0000,      0.0064,      0.0000,      0.0003,      0.0000,    244.8652,  15783.3398,    343.3209,    279.0903,   1229.9062,    133.2827,   9906.6641,    900.9097,      4.8973,     45.0521,      5.7220,      6.9768,      4.0996,     11.9339,    572.8852,     75.0758,      0.0468,     55.4699,      6.1705,
  1998,     97.,      7.8534,      3.6358,      3.0982,      1.1731,      0.0000,      1.3089,      1.9380,      0.0000,      0.3856,      0.0429,      0.0000,      0.0064,      0.0000,      0.0003,      0.0000,    245.2380,  15782.8965,    343.5999,    278.7779,   1230.3534,    133.3728,   9906.7744,    900.9114,      4.9048,     45.0509,      5.7267,      6.9690,      4.1011,     11.9317,    572.8990,     75.0759,      0.0368,     56.1054,      6.1705,
  1998,     98.,      9.6035,      5.3882,      3.4637,      1.7433,      0.6000,      1.1250,      1.5649,      0.0000,      0.3842,      0.0636,      0.0000,      0.0064,      0.0000,      0.0003,      0.0000,    245.9576,  15783.1533,    344.5768,    278.2576,   1230.6279,    133.4706,   9906.8936,    900.9135,      4.9192,     45.0516,      5.7429,      6.9560,      4.1021,     11.9000,    572.9142,     75.0761,      0.0400,     55.9241,      6.1705,
